Key,"Value"
tensions_legend2,"Perception of 'a lot' of tension (%) - 2011_IS"
tensions_legend3,"Perception of 'a lot' of tension (%) - 2016_IS"
tensions_filter_data1,"Poor and rich_IS"
tensions_filter_data2,"Management and workers_IS"
tensions_filter_data3,"Men and women_IS"
tensions_filter_data4,"Old and young_IS"
tensions_filter_data5,"Different racial and ethnic groups_IS"
tensions_filter_data6,"Different religious groups_IS"
tensions_filter_data7,"People with different sexual orientations_IS"
tensions_filter_group1,"All_IS"
tensions_filter_group2,"Lowest income quartile_IS"
tensions_filter_group3,"Highest income quartile_IS"
tensions_filter_group4,"People who are satisfied with democracy_IS"
tensions_filter_group5,"Age 18-34_IS"
tensions_filter_group6,"Age 35-64_IS"
tensions_filter_group7,"Age 65+_IS"
tensions_sortOptionDefault,"Alphabetically ascending _IS"
tensions_sortOption1,"By 2007 value descending_IS"
tensions_sortOption2,"By 2011 value descending_IS"
tensions_sortOption3,"By 2016 value descending_IS"
social-excl_legend1,"(%) - 2007_IS"
social-excl_legend2,"(%) - 2016_IS"
social-excl_filter_data1,"I feel left out of society _IS"
social-excl_filter_data2,"Life has become so complicated today that I almost can't find my way_IS"
social-excl_filter_data3,"I feel that the value of what I do is not recognised by others_IS"
social-excl_filter_data4,"Some people look down on me because of my job situation_IS"
social-excl_filter_group1,"All_IS"
social-excl_filter_group2,"Lowest income quartile_IS"
social-excl_filter_group3,"Highest income quartile_IS"
social-excl_filter_group4,"Unemployed_IS"
social-excl_filter_group5,"Employed_IS"
social-excl_sortOptionDefault,"Alphabetically ascending _IS"
social-excl_sortOption1,"By 2007 value descending_IS"
social-excl_sortOption2,"By 2016 value descending_IS"
overall-improv_legend1,"Average rating on scale 1-10, 2011_IS"
overall-improv_legend2,"Average rating on scale 1-10, 2016_IS"
overall-improv_filter_group1,"Health services_IS"
overall-improv_filter_group2,"Education system_IS"
overall-improv_filter_group3,"Public transport_IS"
overall-improv_filter_group4,"Childcare services_IS"
overall-improv_filter_group5,"Long-term care services_IS"
overall-improv_filter_group6,"Social housing_IS"
overall-improv_filter_group7,"State pension system_IS"
overall-improv_sortOptionDefault,"Alphabetically ascending_IS"
overall-improv_sortOption1,"By 2011 value descending_IS"
overall-improv_sortOption2,"By 2016 value descending_IS"
liv-depr-optim_legend1,"Optimistic about own future - 2016_IS"
liv-depr-optim_legend2,"Optimistic about children's/grandchildren's future - 2016_IS"
liv-depr-optim_filter_group1,"All_IS"
liv-depr-optim_filter_group2,"Lowest income quartile_IS"
liv-depr-optim_filter_group3,"Unemployed_IS"
liv-depr-optim_filter_group4,"Employed_IS"
liv-depr-optim_filter_group5,"Age 18-34_IS"
liv-depr-optim_filter_group6,"Age 35-64_IS"
liv-depr-optim_filter_group7,"Age 65+_IS"
liv-depr-optim_sortOptionDefault,"Alphabetically ascending_IS"
liv-depr-optim_sortOption1,"By own future 2016 descending_IS"
liv-depr-optim_sortOption2,"By (grand)children's future 2016 descending_IS"
liv-depr-stdliving_legend1,"Satisfaction with standard of living (1-10) - 2007_IS"
liv-depr-stdliving_legend2,"Satisfaction with standard of living (1-10) - 2016_IS"
liv-depr-stdliving_filter_group1,"All_IS"
liv-depr-stdliving_filter_group2,"Lowest income quartile_IS"
liv-depr-stdliving_filter_group3,"Highest income quartile_IS"
liv-depr-stdliving_filter_group4,"Unemployed_IS"
liv-depr-stdliving_filter_group5,"Age 18-34_IS"
liv-depr-stdliving_filter_group6,"Age 35-64_IS"
liv-depr-stdliving_filter_group7,"Age 65+_IS"
liv-depr-stdliving_sortOptionDefault,"Alphabetically ascending_IS"
liv-depr-stdliving_sortOption1,"By 2007 value descending_IS"
liv-depr-stdliving_sortOption2,"By 2016 value descending_IS"
liv-depr-makeendmeet_legend1,"Difficulty levels (%) - 2011_IS"
liv-depr-makeendmeet_legend2,"Difficulty levels (%) - 2016_IS"
liv-depr-makeendmeet_filter_group1,"All_IS"
liv-depr-makeendmeet_filter_group2,"Lowest income quartile_IS"
liv-depr-makeendmeet_filter_group3,"Highest income quartile_IS"
liv-depr-makeendmeet_filter_group4,"Unemployed_IS"
liv-depr-makeendmeet_filter_group5,"Long-term unemployed_IS"
liv-depr-makeendmeet_filter_group6,"Age 18-34_IS"
liv-depr-makeendmeet_filter_group7,"Age 35-64_IS"
liv-depr-makeendmeet_filter_group8,"Age 65+_IS"
liv-depr-makeendmeet_sortOptionDefault,"Alphabetically ascending_IS"
liv-depr-makeendmeet_sortOption1,"By 2011 value descending_IS"
liv-depr-makeendmeet_sortOption2,"By 2016 value descending_IS"
liv-depr-economising_legend1,"% Who say Yes to selected modality - 2016_IS"
liv-depr-economising_filter_data1,"Go without fresh fruit and vegetables_IS"
liv-depr-economising_filter_data2,"Buy cheaper cuts of meat or less meat_IS"
liv-depr-economising_filter_data3,"Do not go or delay doctor visits_IS"
liv-depr-economising_filter_data4,"Do not go or delay visits to the dentist_IS"
liv-depr-economising_filter_group1,"All_IS"
liv-depr-economising_filter_group2,"Lowest income quartile_IS"
liv-depr-economising_filter_group3,"Highest income quartile_IS"
liv-depr-economising_filter_group4,"People who struggle to make ends meet_IS"
liv-depr-economising_filter_group5,"Age 18-34_IS"
liv-depr-economising_filter_group6,"Age 35-64_IS"
liv-depr-economising_filter_group7,"Age 65+_IS"
liv-depr-economising_sortOptionDefault,"Alphabetically ascending_IS"
liv-depr-economising_sortOption1,"By 2016 value descending_IS"
work-life-balance_2_legend1,"At least several times a week (%) - 2016_IS"
work-life-balance_2_filter_data1,"Frequency caring for and/or educating your children_IS"
work-life-balance_2_filter_data2,"Frequency caring for and/or educating your grandchildren_IS"
work-life-balance_2_filter_data3,"Frequency cooking and/or housework_IS"
work-life-balance_2_filter_data4,"Frequency caring for disabled or infirm family members, meighbours or friends under 75 years old_IS"
work-life-balance_2_filter_data5,"Frequency caring for disabled or infirm family members, meighbours or friends aged 75 or over_IS"
work-life-balance_2_filter_group1,"All_IS"
work-life-balance_2_filter_group2,"Lowest income quartile_IS"
work-life-balance_2_filter_group3,"Employed_IS"
work-life-balance_2_filter_group4,"Unemployed_IS"
work-life-balance_2_filter_group5,"Age 18-64_IS"
work-life-balance_2_filter_group6,"Male_IS"
work-life-balance_2_filter_group7,"Female_IS"
work-life-balance_2_sortOptionDefault,"Alphabetically ascending _IS"
work-life-balance_2_sortOption1,"By 2016 value descending_IS"
quality-dim-GP_legend1,"Having difficulties to afford following health services (%) - 2016_IS"
quality-dim-GP_filter_group1,"Afford GP, family doctor or health centre services_IS"
quality-dim-GP_filter_group2,"Afford dental care_IS"
quality-dim-GP_filter_group3,"Afford psychologist, psychiatrist or other mental health services_IS"
quality-dim-GP_filter_group4,"Afford emergency healthcare_IS"
quality-dim-GP_filter_group5,"Afford other hospital or specialist services_IS"
quality-dim-GP_sortOptionDefault,"Alphabetically ascending_IS"
quality-dim-GP_sortOption1,"By 2016 value descending_IS"
internet-society_legend1,"(%) level of participation - 2011_IS"
internet-society_legend2,"(%) level of participation - 2016_IS"
internet-society_filter_data1,"Use of the internet other than work_IS"
internet-society_filter_data2,"Used online banking facilities in last 12 months_IS"
internet-society_filter_data3,"Used any online facility of public administration in last 12 months_IS"
internet-society_filter_group1,"Male_IS"
internet-society_filter_group2,"Female_IS"
internet-society_filter_group3,"Age 18-34_IS"
internet-society_filter_group4,"Age 35-64_IS"
internet-society_filter_group5,"Age 65-74_IS"
internet-society_filter_group6,"Age 75+_IS"
internet-society_sortOptionDefault,"Alphabetically ascending_IS"
internet-society_sortOption1,"By 2011 value descending_IS"
internet-society_sortOption2,"By 2016 value descending_IS"
