Key,"Value"
liv-depr-optim_filter_group1,"All_SL"
liv-depr-optim_filter_group2,"Lowest income quartile_SL"
liv-depr-optim_filter_group3,"Unemployed_SL"
liv-depr-optim_filter_group4,"Employed_SL"
liv-depr-optim_filter_group5,"Age 18-34_SL"
liv-depr-optim_filter_group6,"Age 35-64_SL"
liv-depr-optim_filter_group7,"Age 65+_SL"
liv-depr-optim_sortOptionDefault,"Alphabetically ascending_SL"
liv-depr-optim_sortOption1,"By own future 2016 descending_SL"
liv-depr-optim_sortOption2,"By (grand)children's future 2016 descending_SL"
liv-depr-stdliving_legend1,"Satisfaction with standard of living (1-10) - 2007_SL"
liv-depr-stdliving_legend2,"Satisfaction with standard of living (1-10) - 2016_SL"
liv-depr-stdliving_filter_group1,"All_SL"
liv-depr-stdliving_filter_group2,"Lowest income quartile_SL"
liv-depr-stdliving_filter_group3,"Highest income quartile_SL"
liv-depr-stdliving_filter_group4,"Unemployed_SL"
liv-depr-stdliving_filter_group5,"Age 18-34_SL"
liv-depr-stdliving_filter_group6,"Age 35-64_SL"
liv-depr-stdliving_filter_group7,"Age 65+_SL"
liv-depr-stdliving_sortOptionDefault,"Alphabetically ascending_SL"
liv-depr-stdliving_sortOption1,"By 2007 value descending_SL"
liv-depr-stdliving_sortOption2,"By 2016 value descending_SL"
liv-depr-makeendmeet_legend1,"Difficulty levels (%) - 2011_SL"
liv-depr-makeendmeet_legend2,"Difficulty levels (%) - 2016_SL"
liv-depr-makeendmeet_filter_group1,"All_SL"
liv-depr-makeendmeet_filter_group2,"Lowest income quartile_SL"
liv-depr-makeendmeet_filter_group3,"Highest income quartile_SL"
liv-depr-makeendmeet_filter_group4,"Unemployed_SL"
liv-depr-makeendmeet_filter_group5,"Long-term unemployed_SL"
liv-depr-makeendmeet_filter_group6,"Age 18-34_SL"
liv-depr-makeendmeet_filter_group7,"Age 35-64_SL"
liv-depr-makeendmeet_filter_group8,"Age 65+_SL"
liv-depr-makeendmeet_sortOptionDefault,"Alphabetically ascending_SL"
liv-depr-makeendmeet_sortOption1,"By 2011 value descending_SL"
liv-depr-makeendmeet_sortOption2,"By 2016 value descending_SL"
liv-depr-economising_legend1,"% Who say Yes to selected modality - 2016_SL"
liv-depr-economising_filter_data1,"Go without fresh fruit and vegetables_SL"
liv-depr-economising_filter_data2,"Buy cheaper cuts of meat or less meat_SL"
liv-depr-economising_filter_data3,"Do not go or delay doctor visits_SL"
liv-depr-economising_filter_data4,"Do not go or delay visits to the dentist_SL"
liv-depr-economising_filter_group1,"All_SL"
liv-depr-economising_filter_group2,"Lowest income quartile_SL"
liv-depr-economising_filter_group3,"Highest income quartile_SL"
liv-depr-economising_filter_group4,"People who struggle to make ends meet_SL"
liv-depr-economising_filter_group5,"Age 18-34_SL"
liv-depr-economising_filter_group6,"Age 35-64_SL"
liv-depr-economising_filter_group7,"Age 65+_SL"
liv-depr-economising_sortOptionDefault,"Alphabetically ascending_SL"
liv-depr-economising_sortOption1,"By 2016 value descending_SL"
work-life-balance_2_legend1,"At least several times a week (%) - 2016_SL"
work-life-balance_2_filter_data1,"Frequency caring for and/or educating your children_SL"
work-life-balance_2_filter_data2,"Frequency caring for and/or educating your grandchildren_SL"
work-life-balance_2_filter_data3,"Frequency cooking and/or housework_SL"
work-life-balance_2_filter_data4,"Frequency caring for disabled or infirm family members, meighbours or friends under 75 years old_SL"
work-life-balance_2_filter_data5,"Frequency caring for disabled or infirm family members, meighbours or friends aged 75 or over_SL"
work-life-balance_2_filter_group1,"All_SL"
work-life-balance_2_filter_group2,"Lowest income quartile_SL"
work-life-balance_2_filter_group3,"Employed_SL"
work-life-balance_2_filter_group4,"Unemployed_SL"
work-life-balance_2_filter_group5,"Age 18-64_SL"
work-life-balance_2_filter_group6,"Male_SL"
work-life-balance_2_filter_group7,"Female_SL"
work-life-balance_2_sortOptionDefault,"Alphabetically ascending _SL"
work-life-balance_2_sortOption1,"By 2016 value descending_SL"
quality-dim-GP_legend1,"Having difficulties to afford following health services (%) - 2016_SL"
quality-dim-GP_filter_group1,"Afford GP, family doctor or health centre services_SL"
quality-dim-GP_filter_group2,"Afford dental care_SL"
quality-dim-GP_filter_group3,"Afford psychologist, psychiatrist or other mental health services_SL"
quality-dim-GP_filter_group4,"Afford emergency healthcare_SL"
quality-dim-GP_filter_group5,"Afford other hospital or specialist services_SL"
quality-dim-GP_sortOptionDefault,"Alphabetically ascending_SL"
quality-dim-GP_sortOption1,"By 2016 value descending_SL"
internet-society_legend1,"(%) level of participation - 2011_SL"
internet-society_legend2,"(%) level of participation - 2016_SL"
internet-society_filter_data1,"Use of the internet other than work_SL"
internet-society_filter_data2,"Used online banking facilities in last 12 months_SL"
internet-society_filter_data3,"Used any online facility of public administration in last 12 months_SL"
internet-society_filter_group1,"Male_SL"
internet-society_filter_group2,"Female_SL"
internet-society_filter_group3,"Age 18-34_SL"
internet-society_filter_group4,"Age 35-64_SL"
internet-society_filter_group5,"Age 65-74_SL"
internet-society_filter_group6,"Age 75+_SL"
internet-society_sortOptionDefault,"Alphabetically ascending_SL"
internet-society_sortOption1,"By 2011 value descending_SL"
internet-society_sortOption2,"By 2016 value descending_SL"
