Key,"Value"
liv-depr-stdliving_legend2,"Satisfaction with standard of living (1-10) - 2016_FI"
liv-depr-stdliving_filter_group1,"All_FI"
liv-depr-stdliving_filter_group2,"Lowest income quartile_FI"
liv-depr-stdliving_filter_group3,"Highest income quartile_FI"
liv-depr-stdliving_filter_group4,"Unemployed_FI"
liv-depr-stdliving_filter_group5,"Age 18-34_FI"
liv-depr-stdliving_filter_group6,"Age 35-64_FI"
liv-depr-stdliving_filter_group7,"Age 65+_FI"
liv-depr-stdliving_sortOptionDefault,"Alphabetically ascending_FI"
liv-depr-stdliving_sortOption1,"By 2007 value descending_FI"
liv-depr-stdliving_sortOption2,"By 2016 value descending_FI"
liv-depr-makeendmeet_legend1,"Difficulty levels (%) - 2011_FI"
liv-depr-makeendmeet_legend2,"Difficulty levels (%) - 2016_FI"
liv-depr-makeendmeet_filter_group1,"All_FI"
liv-depr-makeendmeet_filter_group2,"Lowest income quartile_FI"
liv-depr-makeendmeet_filter_group3,"Highest income quartile_FI"
liv-depr-makeendmeet_filter_group4,"Unemployed_FI"
liv-depr-makeendmeet_filter_group5,"Long-term unemployed_FI"
liv-depr-makeendmeet_filter_group6,"Age 18-34_FI"
liv-depr-makeendmeet_filter_group7,"Age 35-64_FI"
liv-depr-makeendmeet_filter_group8,"Age 65+_FI"
liv-depr-makeendmeet_sortOptionDefault,"Alphabetically ascending_FI"
liv-depr-makeendmeet_sortOption1,"By 2011 value descending_FI"
liv-depr-makeendmeet_sortOption2,"By 2016 value descending_FI"
liv-depr-economising_legend1,"% Who say Yes to selected modality - 2016_FI"
liv-depr-economising_filter_data1,"Go without fresh fruit and vegetables_FI"
liv-depr-economising_filter_data2,"Buy cheaper cuts of meat or less meat_FI"
liv-depr-economising_filter_data3,"Do not go or delay doctor visits_FI"
liv-depr-economising_filter_data4,"Do not go or delay visits to the dentist_FI"
liv-depr-economising_filter_group1,"All_FI"
liv-depr-economising_filter_group2,"Lowest income quartile_FI"
liv-depr-economising_filter_group3,"Highest income quartile_FI"
liv-depr-economising_filter_group4,"People who struggle to make ends meet_FI"
liv-depr-economising_filter_group5,"Age 18-34_FI"
liv-depr-economising_filter_group6,"Age 35-64_FI"
liv-depr-economising_filter_group7,"Age 65+_FI"
liv-depr-economising_sortOptionDefault,"Alphabetically ascending_FI"
liv-depr-economising_sortOption1,"By 2016 value descending_FI"
work-life-balance_2_legend1,"At least several times a week (%) - 2016_FI"
work-life-balance_2_filter_data1,"Frequency caring for and/or educating your children_FI"
work-life-balance_2_filter_data2,"Frequency caring for and/or educating your grandchildren_FI"
work-life-balance_2_filter_data3,"Frequency cooking and/or housework_FI"
work-life-balance_2_filter_data4,"Frequency caring for disabled or infirm family members, meighbours or friends under 75 years old_FI"
work-life-balance_2_filter_data5,"Frequency caring for disabled or infirm family members, meighbours or friends aged 75 or over_FI"
work-life-balance_2_filter_group1,"All_FI"
work-life-balance_2_filter_group2,"Lowest income quartile_FI"
work-life-balance_2_filter_group3,"Employed_FI"
work-life-balance_2_filter_group4,"Unemployed_FI"
work-life-balance_2_filter_group5,"Age 18-64_FI"
work-life-balance_2_filter_group6,"Male_FI"
work-life-balance_2_filter_group7,"Female_FI"
work-life-balance_2_sortOptionDefault,"Alphabetically ascending _FI"
work-life-balance_2_sortOption1,"By 2016 value descending_FI"
quality-dim-GP_legend1,"Having difficulties to afford following health services (%) - 2016_FI"
quality-dim-GP_filter_group1,"Afford GP, family doctor or health centre services_FI"
quality-dim-GP_filter_group2,"Afford dental care_FI"
quality-dim-GP_filter_group3,"Afford psychologist, psychiatrist or other mental health services_FI"
quality-dim-GP_filter_group4,"Afford emergency healthcare_FI"
quality-dim-GP_filter_group5,"Afford other hospital or specialist services_FI"
quality-dim-GP_sortOptionDefault,"Alphabetically ascending_FI"
quality-dim-GP_sortOption1,"By 2016 value descending_FI"
internet-society_legend1,"(%) level of participation - 2011_FI"
internet-society_legend2,"(%) level of participation - 2016_FI"
internet-society_filter_data1,"Use of the internet other than work_FI"
internet-society_filter_data2,"Used online banking facilities in last 12 months_FI"
internet-society_filter_data3,"Used any online facility of public administration in last 12 months_FI"
internet-society_filter_group1,"Male_FI"
internet-society_filter_group2,"Female_FI"
internet-society_filter_group3,"Age 18-34_FI"
internet-society_filter_group4,"Age 35-64_FI"
internet-society_filter_group5,"Age 65-74_FI"
internet-society_filter_group6,"Age 75+_FI"
internet-society_sortOptionDefault,"Alphabetically ascending_FI"
internet-society_sortOption1,"By 2011 value descending_FI"
internet-society_sortOption2,"By 2016 value descending_FI"
