Key,"Value"
work-life-balance_2_filter_group4,"Unemployed_NL"
work-life-balance_2_filter_group5,"Age 18-64_NL"
work-life-balance_2_filter_group6,"Male_NL"
work-life-balance_2_filter_group7,"Female_NL"
work-life-balance_2_sortOptionDefault,"Alphabetically ascending _NL"
work-life-balance_2_sortOption1,"By 2016 value descending_NL"
quality-dim-GP_legend1,"Having difficulties to afford following health services (%) - 2016_NL"
quality-dim-GP_filter_group1,"Afford GP, family doctor or health centre services_NL"
quality-dim-GP_filter_group2,"Afford dental care_NL"
quality-dim-GP_filter_group3,"Afford psychologist, psychiatrist or other mental health services_NL"
quality-dim-GP_filter_group4,"Afford emergency healthcare_NL"
quality-dim-GP_filter_group5,"Afford other hospital or specialist services_NL"
quality-dim-GP_sortOptionDefault,"Alphabetically ascending_NL"
quality-dim-GP_sortOption1,"By 2016 value descending_NL"
internet-society_legend1,"(%) level of participation - 2011_NL"
internet-society_legend2,"(%) level of participation - 2016_NL"
internet-society_filter_data1,"Use of the internet other than work_NL"
internet-society_filter_data2,"Used online banking facilities in last 12 months_NL"
internet-society_filter_data3,"Used any online facility of public administration in last 12 months_NL"
internet-society_filter_group1,"Male_NL"
internet-society_filter_group2,"Female_NL"
internet-society_filter_group3,"Age 18-34_NL"
internet-society_filter_group4,"Age 35-64_NL"
internet-society_filter_group5,"Age 65-74_NL"
internet-society_filter_group6,"Age 75+_NL"
internet-society_sortOptionDefault,"Alphabetically ascending_NL"
internet-society_sortOption1,"By 2011 value descending_NL"
internet-society_sortOption2,"By 2016 value descending_NL"
