Key,"Value"
social-excl_filter_group5,"Employed_SV"
social-excl_sortOptionDefault,"Alphabetically ascending _SV"
social-excl_sortOption1,"By 2007 value descending_SV"
social-excl_sortOption2,"By 2016 value descending_SV"
overall-improv_legend1,"Average rating on scale 1-10, 2011_SV"
overall-improv_legend2,"Average rating on scale 1-10, 2016_SV"
overall-improv_filter_group1,"Health services_SV"
overall-improv_filter_group2,"Education system_SV"
overall-improv_filter_group3,"Public transport_SV"
overall-improv_filter_group4,"Childcare services_SV"
overall-improv_filter_group5,"Long-term care services_SV"
overall-improv_filter_group6,"Social housing_SV"
overall-improv_filter_group7,"State pension system_SV"
overall-improv_sortOptionDefault,"Alphabetically ascending_SV"
overall-improv_sortOption1,"By 2011 value descending_SV"
overall-improv_sortOption2,"By 2016 value descending_SV"
liv-depr-optim_legend1,"Optimistic about own future - 2016_SV"
liv-depr-optim_legend2,"Optimistic about children's/grandchildren's future - 2016_SV"
liv-depr-optim_filter_group1,"All_SV"
liv-depr-optim_filter_group2,"Lowest income quartile_SV"
liv-depr-optim_filter_group3,"Unemployed_SV"
liv-depr-optim_filter_group4,"Employed_SV"
liv-depr-optim_filter_group5,"Age 18-34_SV"
liv-depr-optim_filter_group6,"Age 35-64_SV"
liv-depr-optim_filter_group7,"Age 65+_SV"
liv-depr-optim_sortOptionDefault,"Alphabetically ascending_SV"
liv-depr-optim_sortOption1,"By own future 2016 descending_SV"
liv-depr-optim_sortOption2,"By (grand)children's future 2016 descending_SV"
liv-depr-stdliving_legend1,"Satisfaction with standard of living (1-10) - 2007_SV"
liv-depr-stdliving_legend2,"Satisfaction with standard of living (1-10) - 2016_SV"
liv-depr-stdliving_filter_group1,"All_SV"
liv-depr-stdliving_filter_group2,"Lowest income quartile_SV"
liv-depr-stdliving_filter_group3,"Highest income quartile_SV"
liv-depr-stdliving_filter_group4,"Unemployed_SV"
liv-depr-stdliving_filter_group5,"Age 18-34_SV"
liv-depr-stdliving_filter_group6,"Age 35-64_SV"
liv-depr-stdliving_filter_group7,"Age 65+_SV"
liv-depr-stdliving_sortOptionDefault,"Alphabetically ascending_SV"
liv-depr-stdliving_sortOption1,"By 2007 value descending_SV"
liv-depr-stdliving_sortOption2,"By 2016 value descending_SV"
liv-depr-makeendmeet_legend1,"Difficulty levels (%) - 2011_SV"
liv-depr-makeendmeet_legend2,"Difficulty levels (%) - 2016_SV"
liv-depr-makeendmeet_filter_group1,"All_SV"
liv-depr-makeendmeet_filter_group2,"Lowest income quartile_SV"
liv-depr-makeendmeet_filter_group3,"Highest income quartile_SV"
liv-depr-makeendmeet_filter_group4,"Unemployed_SV"
liv-depr-makeendmeet_filter_group5,"Long-term unemployed_SV"
liv-depr-makeendmeet_filter_group6,"Age 18-34_SV"
liv-depr-makeendmeet_filter_group7,"Age 35-64_SV"
liv-depr-makeendmeet_filter_group8,"Age 65+_SV"
liv-depr-makeendmeet_sortOptionDefault,"Alphabetically ascending_SV"
liv-depr-makeendmeet_sortOption1,"By 2011 value descending_SV"
liv-depr-makeendmeet_sortOption2,"By 2016 value descending_SV"
liv-depr-economising_legend1,"% Who say Yes to selected modality - 2016_SV"
liv-depr-economising_filter_data1,"Go without fresh fruit and vegetables_SV"
liv-depr-economising_filter_data2,"Buy cheaper cuts of meat or less meat_SV"
liv-depr-economising_filter_data3,"Do not go or delay doctor visits_SV"
liv-depr-economising_filter_data4,"Do not go or delay visits to the dentist_SV"
liv-depr-economising_filter_group1,"All_SV"
liv-depr-economising_filter_group2,"Lowest income quartile_SV"
liv-depr-economising_filter_group3,"Highest income quartile_SV"
liv-depr-economising_filter_group4,"People who struggle to make ends meet_SV"
liv-depr-economising_filter_group5,"Age 18-34_SV"
liv-depr-economising_filter_group6,"Age 35-64_SV"
liv-depr-economising_filter_group7,"Age 65+_SV"
liv-depr-economising_sortOptionDefault,"Alphabetically ascending_SV"
liv-depr-economising_sortOption1,"By 2016 value descending_SV"
work-life-balance_2_legend1,"At least several times a week (%) - 2016_SV"
work-life-balance_2_filter_data1,"Frequency caring for and/or educating your children_SV"
work-life-balance_2_filter_data2,"Frequency caring for and/or educating your grandchildren_SV"
work-life-balance_2_filter_data3,"Frequency cooking and/or housework_SV"
work-life-balance_2_filter_data4,"Frequency caring for disabled or infirm family members, meighbours or friends under 75 years old_SV"
work-life-balance_2_filter_data5,"Frequency caring for disabled or infirm family members, meighbours or friends aged 75 or over_SV"
work-life-balance_2_filter_group1,"All_SV"
work-life-balance_2_filter_group2,"Lowest income quartile_SV"
work-life-balance_2_filter_group3,"Employed_SV"
work-life-balance_2_filter_group4,"Unemployed_SV"
work-life-balance_2_filter_group5,"Age 18-64_SV"
work-life-balance_2_filter_group6,"Male_SV"
work-life-balance_2_filter_group7,"Female_SV"
work-life-balance_2_sortOptionDefault,"Alphabetically ascending _SV"
work-life-balance_2_sortOption1,"By 2016 value descending_SV"
quality-dim-GP_legend1,"Having difficulties to afford following health services (%) - 2016_SV"
quality-dim-GP_filter_group1,"Afford GP, family doctor or health centre services_SV"
quality-dim-GP_filter_group2,"Afford dental care_SV"
quality-dim-GP_filter_group3,"Afford psychologist, psychiatrist or other mental health services_SV"
quality-dim-GP_filter_group4,"Afford emergency healthcare_SV"
quality-dim-GP_filter_group5,"Afford other hospital or specialist services_SV"
quality-dim-GP_sortOptionDefault,"Alphabetically ascending_SV"
quality-dim-GP_sortOption1,"By 2016 value descending_SV"
internet-society_legend1,"(%) level of participation - 2011_SV"
internet-society_legend2,"(%) level of participation - 2016_SV"
internet-society_filter_data1,"Use of the internet other than work_SV"
internet-society_filter_data2,"Used online banking facilities in last 12 months_SV"
internet-society_filter_data3,"Used any online facility of public administration in last 12 months_SV"
internet-society_filter_group1,"Male_SV"
internet-society_filter_group2,"Female_SV"
internet-society_filter_group3,"Age 18-34_SV"
internet-society_filter_group4,"Age 35-64_SV"
internet-society_filter_group5,"Age 65-74_SV"
internet-society_filter_group6,"Age 75+_SV"
internet-society_sortOptionDefault,"Alphabetically ascending_SV"
internet-society_sortOption1,"By 2011 value descending_SV"
internet-society_sortOption2,"By 2016 value descending_SV"
