Key,"Value"
overall-improv_sortOption1,"By 2011 value descending_HR"
overall-improv_sortOption2,"By 2016 value descending_HR"
liv-depr-optim_legend1,"Optimistic about own future - 2016_HR"
liv-depr-optim_legend2,"Optimistic about children's/grandchildren's future - 2016_HR"
liv-depr-optim_filter_group1,"All_HR"
liv-depr-optim_filter_group2,"Lowest income quartile_HR"
liv-depr-optim_filter_group3,"Unemployed_HR"
liv-depr-optim_filter_group4,"Employed_HR"
liv-depr-optim_filter_group5,"Age 18-34_HR"
liv-depr-optim_filter_group6,"Age 35-64_HR"
liv-depr-optim_filter_group7,"Age 65+_HR"
liv-depr-optim_sortOptionDefault,"Alphabetically ascending_HR"
liv-depr-optim_sortOption1,"By own future 2016 descending_HR"
liv-depr-optim_sortOption2,"By (grand)children's future 2016 descending_HR"
liv-depr-stdliving_legend1,"Satisfaction with standard of living (1-10) - 2007_HR"
liv-depr-stdliving_legend2,"Satisfaction with standard of living (1-10) - 2016_HR"
liv-depr-stdliving_filter_group1,"All_HR"
liv-depr-stdliving_filter_group2,"Lowest income quartile_HR"
liv-depr-stdliving_filter_group3,"Highest income quartile_HR"
liv-depr-stdliving_filter_group4,"Unemployed_HR"
liv-depr-stdliving_filter_group5,"Age 18-34_HR"
liv-depr-stdliving_filter_group6,"Age 35-64_HR"
liv-depr-stdliving_filter_group7,"Age 65+_HR"
liv-depr-stdliving_sortOptionDefault,"Alphabetically ascending_HR"
liv-depr-stdliving_sortOption1,"By 2007 value descending_HR"
liv-depr-stdliving_sortOption2,"By 2016 value descending_HR"
liv-depr-makeendmeet_legend1,"Difficulty levels (%) - 2011_HR"
liv-depr-makeendmeet_legend2,"Difficulty levels (%) - 2016_HR"
liv-depr-makeendmeet_filter_group1,"All_HR"
liv-depr-makeendmeet_filter_group2,"Lowest income quartile_HR"
liv-depr-makeendmeet_filter_group3,"Highest income quartile_HR"
liv-depr-makeendmeet_filter_group4,"Unemployed_HR"
liv-depr-makeendmeet_filter_group5,"Long-term unemployed_HR"
liv-depr-makeendmeet_filter_group6,"Age 18-34_HR"
liv-depr-makeendmeet_filter_group7,"Age 35-64_HR"
liv-depr-makeendmeet_filter_group8,"Age 65+_HR"
liv-depr-makeendmeet_sortOptionDefault,"Alphabetically ascending_HR"
liv-depr-makeendmeet_sortOption1,"By 2011 value descending_HR"
liv-depr-makeendmeet_sortOption2,"By 2016 value descending_HR"
liv-depr-economising_legend1,"% Who say Yes to selected modality - 2016_HR"
liv-depr-economising_filter_data1,"Go without fresh fruit and vegetables_HR"
liv-depr-economising_filter_data2,"Buy cheaper cuts of meat or less meat_HR"
liv-depr-economising_filter_data3,"Do not go or delay doctor visits_HR"
liv-depr-economising_filter_data4,"Do not go or delay visits to the dentist_HR"
liv-depr-economising_filter_group1,"All_HR"
liv-depr-economising_filter_group2,"Lowest income quartile_HR"
liv-depr-economising_filter_group3,"Highest income quartile_HR"
liv-depr-economising_filter_group4,"People who struggle to make ends meet_HR"
liv-depr-economising_filter_group5,"Age 18-34_HR"
liv-depr-economising_filter_group6,"Age 35-64_HR"
liv-depr-economising_filter_group7,"Age 65+_HR"
liv-depr-economising_sortOptionDefault,"Alphabetically ascending_HR"
liv-depr-economising_sortOption1,"By 2016 value descending_HR"
work-life-balance_2_legend1,"At least several times a week (%) - 2016_HR"
work-life-balance_2_filter_data1,"Frequency caring for and/or educating your children_HR"
work-life-balance_2_filter_data2,"Frequency caring for and/or educating your grandchildren_HR"
work-life-balance_2_filter_data3,"Frequency cooking and/or housework_HR"
work-life-balance_2_filter_data4,"Frequency caring for disabled or infirm family members, meighbours or friends under 75 years old_HR"
work-life-balance_2_filter_data5,"Frequency caring for disabled or infirm family members, meighbours or friends aged 75 or over_HR"
work-life-balance_2_filter_group1,"All_HR"
work-life-balance_2_filter_group2,"Lowest income quartile_HR"
work-life-balance_2_filter_group3,"Employed_HR"
work-life-balance_2_filter_group4,"Unemployed_HR"
work-life-balance_2_filter_group5,"Age 18-64_HR"
work-life-balance_2_filter_group6,"Male_HR"
work-life-balance_2_filter_group7,"Female_HR"
work-life-balance_2_sortOptionDefault,"Alphabetically ascending _HR"
work-life-balance_2_sortOption1,"By 2016 value descending_HR"
quality-dim-GP_legend1,"Having difficulties to afford following health services (%) - 2016_HR"
quality-dim-GP_filter_group1,"Afford GP, family doctor or health centre services_HR"
quality-dim-GP_filter_group2,"Afford dental care_HR"
quality-dim-GP_filter_group3,"Afford psychologist, psychiatrist or other mental health services_HR"
quality-dim-GP_filter_group4,"Afford emergency healthcare_HR"
quality-dim-GP_filter_group5,"Afford other hospital or specialist services_HR"
quality-dim-GP_sortOptionDefault,"Alphabetically ascending_HR"
quality-dim-GP_sortOption1,"By 2016 value descending_HR"
internet-society_legend1,"(%) level of participation - 2011_HR"
internet-society_legend2,"(%) level of participation - 2016_HR"
internet-society_filter_data1,"Use of the internet other than work_HR"
internet-society_filter_data2,"Used online banking facilities in last 12 months_HR"
internet-society_filter_data3,"Used any online facility of public administration in last 12 months_HR"
internet-society_filter_group1,"Male_HR"
internet-society_filter_group2,"Female_HR"
internet-society_filter_group3,"Age 18-34_HR"
internet-society_filter_group4,"Age 35-64_HR"
internet-society_filter_group5,"Age 65-74_HR"
internet-society_filter_group6,"Age 75+_HR"
internet-society_sortOptionDefault,"Alphabetically ascending_HR"
internet-society_sortOption1,"By 2011 value descending_HR"
internet-society_sortOption2,"By 2016 value descending_HR"
